floor_area_sqft,num_floors,building_age_years,occupancy_count,hvac_type,insulation_rating,climate_zone,building_type,window_wall_ratio,renewable_pct,led_lighting_pct,co2_kg_year,co2_tons_year,co2_per_sqft
823.0979319120859,1,8.182261490803308,13,Heat Pump,Excellent,Mixed-Humid,Healthcare,0.4323092619106375,11.649774563374098,92.11366051969259,10221.94594668353,10.221945946683531,12.418869675613916
836.3354260958484,1,0.21245937767122272,33,District Steam,Good,Very Cold,Retail,0.33269093728485744,26.089232685189923,82.82395641564582,5417.085586942365,5.417085586942365,6.477168631048206
16139.348575180007,6,2.304190556592226,656,Electric Baseboard,Excellent,Hot-Dry,Retail,0.17164278539767747,29.33983252306085,22.057917792253022,107982.89379996917,107.98289379996918,6.6906599914467
1702.9605044920631,2,19.321399024368002,17,Gas Furnace,Fair,Mixed-Humid,Office,0.23531693490842662,49.0267160291345,68.66659245630869,9251.9643694733,9.251964369473301,5.432870783009061
3167.12447363598,1,89.01382392092925,50,Packaged Rooftop,Fair,Hot-Humid,Educational,0.16720015734216825,16.498389607876877,88.16645757905616,38759.34264648666,38.75934264648666,12.23802315606164
800.0,3,12.38747249159348,38,Gas Furnace,Good,Mixed-Humid,Hotel,0.16232624699477258,36.893252462800696,45.42650460391655,6856.198267491147,6.856198267491147,8.570247834363933
3223.1337728054355,1,9.254962733765883,117,Gas Furnace,Good,Mixed-Humid,Multi-Family,0.31736177104495794,63.92699107984029,45.32813886231533,9791.752605312522,9.791752605312523,3.0379603502431487
10592.502706187212,4,23.84284881103208,320,Geothermal,Fair,Mixed-Humid,Multi-Family,0.2440634230549085,13.786362723662116,63.440576387099824,38405.15749610939,38.40515749610939,3.6256924884877737
11238.34645403469,1,31.63494559467541,252,District Steam,Good,Cold,Warehouse,0.29370941789188615,33.53709906942873,84.56577899075518,37789.797060510224,37.789797060510224,3.362576266452728
12194.04306762309,5,26.758760298944175,443,Gas Furnace,Good,Cold,Office,0.1727619381665781,51.0993581541067,70.68603412658696,63872.608024023124,63.87260802402312,5.2380172572634205
883.0133113361702,1,2.6768240148708946,16,Gas Furnace,Fair,Mixed-Humid,Hotel,0.1464185331689345,18.808131638205687,34.58642621849956,10867.593180946355,10.867593180946354,12.307394510850104
2937.590132189276,1,3.377224603145378,86,District Steam,Excellent,Cold,Office,0.19079269986329556,35.060414251828924,40.62165688821666,12092.211129780255,12.092211129780255,4.116371102039474
2160.264119316002,2,10.884898486823367,8,District Steam,Excellent,Cold,Healthcare,0.09153530235399172,27.66773855484751,82.07031491588276,35499.468250259895,35.499468250259895,16.432929627836426
4226.928828772878,3,45.89926928948467,202,Gas Furnace,Fair,Hot-Humid,Hotel,0.42836522623528517,1.5185529829263547,23.24144460818472,99351.28301886823,99.35128301886823,23.504366182505837
19409.24324794769,5,4.801468928776779,202,District Steam,Good,Hot-Dry,Hotel,0.018717287745453916,37.09792405324136,79.28433315539901,113944.58168318823,113.94458168318823,5.8706349458130775
7278.293781345942,1,6.200488956764923,358,Electric Baseboard,Good,Cold,Warehouse,0.20509014996456615,23.553552883619872,69.31950311854116,35808.44374752787,35.80844374752787,4.919895352301371
4171.066641561261,2,5.030407761095632,129,Gas Furnace,Good,Cold,Retail,0.08313297152146308,40.16997583969335,60.97305059050798,22445.14753021218,22.44514753021218,5.3811529421670405
6093.833852316954,6,32.56390169092165,212,Heat Pump,Good,Mixed-Humid,Office,0.3147242691846084,6.660751665366356,93.86694731983958,36843.55589598167,36.84355589598167,6.04603879739407
15721.311427893379,3,8.496321929180553,113,Heat Pump,Excellent,Mixed-Humid,Office,0.3760068064231723,42.92826734551551,62.41448687339254,41644.33854800914,41.64433854800914,2.6489099677856447
4949.511226269605,1,2.744881779646619,72,Electric Baseboard,Good,Cold,Multi-Family,0.3046467946185669,72.03734743687693,48.82310562901899,13181.213731661044,13.181213731661044,2.663134424607738
9982.676602313351,3,1.8895730466558978,269,Heat Pump,Excellent,Hot-Humid,Educational,0.3114230254095641,26.226353725030556,75.17179008845818,45297.379205218385,45.297379205218384,4.537598583001409
3068.7584704796236,1,20.50805956373055,150,Heat Pump,Fair,Marine,Office,0.11083215768483673,13.596281309848635,56.616554757309956,15429.914154340066,15.429914154340066,5.028064053515586
5131.194518392577,4,0.03920738227888974,56,Heat Pump,Good,Very Cold,Healthcare,0.1510792177001565,8.092157486784291,48.398632597539745,135234.05529362918,135.23405529362918,26.355277471724705
3304.6771310564977,1,3.432127025689411,12,District Steam,Good,Hot-Humid,Office,0.12755182459291234,18.22811388533966,57.97506808046532,16004.20950544979,16.00420950544979,4.842896558652095
12971.77715305579,7,1.0994524489389152,35,Gas Furnace,Poor,Hot-Dry,Retail,0.02545726926498917,3.9401572236971436,94.48553664804629,115619.4079952444,115.6194079952444,8.91315096081555
5239.456933036916,1,19.97453418348214,136,Gas Furnace,Fair,Mixed-Humid,Warehouse,0.24577707831303022,3.048304989055843,86.2830260035727,25191.3070476739,25.191307047673902,4.807999639968872
1009.6081755649967,3,3.4874903233201646,28,District Steam,Good,Very Cold,Office,0.39868426976012694,29.859651168828698,50.43411144780745,6381.504241690819,6.381504241690819,6.320773143620398
1345.1531685212622,3,8.450148486113939,16,Heat Pump,Poor,Mixed-Humid,Retail,0.15077969052864057,27.34207705992184,65.07900924699258,6651.655080688777,6.651655080688777,4.944905335948468
3130.1558398057655,3,27.265418323200798,50,Gas Furnace,Good,Cold,Retail,0.22683754100053527,18.046874520083332,68.50985757968874,28170.17751919313,28.170177519193132,8.999608633205037
5875.063342885925,2,7.289729031505549,110,Heat Pump,Good,Hot-Humid,Educational,0.16945955358777534,47.6911854726571,33.92502935478501,22415.472101848743,22.415472101848742,3.8153583703895704
43386.456519484294,13,16.401436519420326,2068,Heat Pump,Excellent,Hot-Dry,Healthcare,0.19109133964417874,42.564216676186575,71.76058884225567,381386.9387243472,381.3869387243472,8.79046064877576
9537.6148947625,5,11.501695881987368,369,Packaged Rooftop,Poor,Hot-Humid,Office,0.3163651838084473,62.4187984902555,27.96010570835554,46220.115479770866,46.22011547977087,4.846087411764994
2573.2631070076413,2,14.635265864119352,8,Gas Furnace,Good,Hot-Dry,Hotel,0.041210690184455424,3.6093617316939546,80.71383647316952,30763.54829286911,30.76354829286911,11.955073000149984
14949.921763390128,6,17.637970598604586,661,Gas Furnace,Good,Hot-Humid,Retail,0.347466842260722,33.881535361255494,26.95139142270756,97366.65274680768,97.36665274680769,6.512853664909633
20716.049527120766,20,6.081949950384905,860,Gas Furnace,Poor,Mixed-Humid,Educational,0.36459048060157745,65.38913573111577,62.59745181996941,98771.85128620919,98.77185128620918,4.767890285109637
5021.888537050271,3,16.56840415614726,125,Gas Furnace,Fair,Cold,Educational,0.19508534379565767,58.632899380808865,41.911717281850436,30922.612667673886,30.922612667673885,6.157566509000424
16631.585246787676,7,16.821263483268474,311,Gas Furnace,Poor,Mixed-Humid,Educational,0.36773201524067156,13.74798521825217,23.326951056473703,238152.0599674242,238.1520599674242,14.319264004820125
1186.582005798855,3,27.006649557495397,21,Gas Furnace,Good,Mixed-Humid,Warehouse,0.12509657940922092,46.35229082680552,42.28100304919394,2899.335684351443,2.899335684351443,2.443434731170976
40820.62667261132,18,8.785497724943275,1348,Heat Pump,Good,Very Cold,Multi-Family,0.4024259193260281,26.04206967364358,76.19988763643171,231673.7395302325,231.6737395302325,5.675408694440119
1955.8185489826842,1,12.654462190231197,50,District Steam,Good,Mixed-Humid,Warehouse,0.2275202826915093,32.371761125889336,98.07503838880271,4498.7074462703795,4.498707446270379,2.300166060195295
6723.68644943368,5,2.272308406103826,278,Packaged Rooftop,Poor,Mixed-Humid,Multi-Family,0.005572027030384014,7.576851701533394,82.26675138789447,43795.922998107795,43.7959229981078,6.513677181034613
826.3013408669497,1,25.953715556929303,13,Heat Pump,Fair,Cold,Warehouse,0.035258080988850186,68.85914287189357,64.46527180768113,1086.4968574623706,1.0864968574623706,1.3148918000331762
8575.762346777776,5,3.2054765791294404,283,Gas Furnace,Fair,Mixed-Humid,Healthcare,0.1612681770399668,3.988360287428943,58.48229956888035,276902.6246668265,276.9026246668265,32.288980672472675
11169.195414558435,5,7.577120390854329,357,Heat Pump,Poor,Mixed-Humid,Educational,0.11388629811198092,15.074271101816809,19.41037669401247,82983.82102528891,82.9838210252889,7.429704463503615
800.0,1,17.29651660931624,34,Packaged Rooftop,Good,Cold,Educational,0.13252933420416105,19.481725642864607,23.265334585630836,8028.46545292887,8.02846545292887,10.035581816161088
4870.815389247773,2,11.48174770531576,190,Electric Baseboard,Good,Cold,Warehouse,0.4342496524282436,14.722651906161953,40.89243260122461,29167.91942244313,29.16791942244313,5.988303208294596
2549.6075177702196,3,0.1337176935104089,91,Packaged Rooftop,Fair,Cold,Warehouse,0.175920358165415,15.5432334606611,55.75372087539237,12179.212413124067,12.179212413124066,4.776896964822059
8689.49359403428,3,2.8219866339204547,376,Heat Pump,Good,Cold,Office,0.3197013616962676,44.282536652834054,50.6131953070461,28483.326974188683,28.48332697418868,3.277904133992773
800.0,3,32.733529968973,24,District Steam,Fair,Mixed-Humid,Multi-Family,0.29772307457995784,26.344652160034986,68.82336180199945,4027.6573902443756,4.027657390244376,5.03457173780547
49370.88010323827,12,5.665402127805647,217,Packaged Rooftop,Good,Very Cold,Healthcare,0.050801503092743894,17.488166040051084,22.101367413175552,1549758.3744210496,1549.7583744210497,31.39013060290574
4126.438212290414,3,6.724330523567963,190,Packaged Rooftop,Poor,Hot-Dry,Educational,0.06951354884186725,14.392965883455524,73.99805188333957,45862.897545907144,45.862897545907146,11.114403072680581
3415.994879724319,3,11.633361069178882,77,Heat Pump,Good,Very Cold,Retail,0.06829352788902329,48.26112133622727,20.489129953467543,13512.230280464983,13.512230280464983,3.9555768542473517
1649.9654598185514,2,3.2120206069496273,15,Heat Pump,Fair,Cold,Multi-Family,0.3079912465169933,29.92107874765945,62.09974936849571,6766.929239275098,6.766929239275098,4.101255089315182
16469.17171719154,5,65.38289299998809,240,Heat Pump,Good,Mixed-Humid,Warehouse,0.10005937191341045,16.129086268106597,80.38071166171977,46585.74916928288,46.58574916928288,2.828663758521249
33384.37754969902,21,15.106907145049577,879,Heat Pump,Good,Marine,Retail,0.1169082449781223,62.756407346100254,65.81366048120616,57488.65904506819,57.48865904506819,1.7220227922322453
1044.8957758899471,2,46.08374281987169,4,Heat Pump,Fair,Cold,Educational,0.0863525005366146,29.319875471359317,78.87735570231743,8164.658358029877,8.164658358029877,7.813849521093109
2670.364306383516,1,35.06006043307886,78,Gas Furnace,Good,Hot-Dry,Warehouse,0.2953364856046197,24.393151612639695,44.770809787988384,11430.53992513438,11.430539925134381,4.280517043239992
15043.226502610338,6,8.598306355338188,110,District Steam,Good,Cold,Healthcare,0.026096814391237257,30.598251373312614,81.89880521043173,240678.37966801898,240.67837966801898,15.999119578918517
8904.276389389817,2,1.0696172514149243,268,Electric Baseboard,Fair,Mixed-Humid,Office,0.27814695582245086,20.245572657519787,49.92025043163062,73771.3512238664,73.7713512238664,8.28493501299792
1887.8799520831697,2,95.04512083547472,86,Gas Furnace,Poor,Very Cold,Educational,0.3079786770442734,46.67669356452196,50.889932928182525,35069.29071685531,35.069290716855306,18.5760173352963
6625.900602326147,7,2.9312405395023102,200,District Steam,Poor,Hot-Humid,Educational,0.1691953411965028,10.450299919919178,38.31510949369316,67906.61717948137,67.90661717948137,10.24866222044464
16240.007562057841,2,3.6009636846962256,506,Electric Baseboard,Fair,Mixed-Humid,Retail,0.16686410283039677,35.831883265370124,10.029386033540431,110743.55271435493,110.74355271435492,6.819181105130109
1672.2136908578414,2,24.449809835986525,83,Gas Furnace,Poor,Hot-Dry,Retail,0.3361275903421112,17.625083870107066,74.01656534261741,18481.911087800454,18.481911087800455,11.052362020980274
9343.285940194708,6,20.274418303863285,431,Heat Pump,Good,Hot-Dry,Healthcare,0.38465907175136177,17.230982328430816,90.29479026949869,187054.784600586,187.054784600586,20.020235471535607
18006.876114955612,5,18.08138737568604,607,District Steam,Fair,Hot-Humid,Retail,0.1672808026472626,19.626951029728033,91.83160774259696,103358.8458642287,103.3588458642287,5.7399654001275655
5492.161809826802,2,8.19648117709369,209,Heat Pump,Poor,Cold,Multi-Family,0.1331808234679893,37.00516605500654,32.635283993900025,24301.339488647274,24.301339488647276,4.424731158715375
2292.6928301948847,1,39.11803752539722,90,Gas Furnace,Excellent,Cold,Warehouse,0.07555039920284429,37.794734102371855,65.44249021656788,8094.542665505387,8.094542665505386,3.5305831461152737
10000.483610901343,2,24.274007522975722,75,Gas Furnace,Good,Hot-Humid,Warehouse,0.3345100522088276,26.525481585137413,49.63639517115358,42047.3140081678,42.0473140081678,4.204528065256044
2835.3428425658262,3,21.11598147319869,90,District Steam,Good,Very Cold,Office,0.18198721295792245,52.37673748713284,87.52814933523055,12277.221325488603,12.277221325488602,4.330065888743954
87376.19383781642,22,26.477620056614548,2323,Gas Furnace,Poor,Mixed-Humid,Retail,0.028624124080340874,18.872706280898612,29.21991415508633,841007.8280009119,841.0078280009119,9.625136905848189
1473.2762226590203,3,23.090030056273473,67,District Steam,Excellent,Mixed-Humid,Multi-Family,0.1681950560091104,2.425947905220506,68.46187525278309,6822.0191539785355,6.822019153978536,4.630509234490948
7260.896235186695,3,25.8310124220857,200,Heat Pump,Excellent,Cold,Multi-Family,0.39028116046295963,21.766334070522834,43.62809295746718,32518.870024776123,32.51887002477612,4.4786303193795725
26352.64222021703,19,9.34465512629758,254,Heat Pump,Poor,Mixed-Humid,Multi-Family,0.2081239074291275,62.81819058702709,64.20469042217351,55518.64818078969,55.51864818078969,2.106758317319593
2872.923142788332,1,4.944714015213628,128,Gas Furnace,Poor,Hot-Dry,Healthcare,0.23639287148643962,23.38873480245929,53.17178208797846,120583.42648852145,120.58342648852145,41.972381611117
1126.917161304096,3,21.941837714120886,16,Heat Pump,Good,Mixed-Humid,Retail,0.058689931002982726,49.6626606093501,63.001660586389576,2312.812120636369,2.312812120636369,2.0523355221247375
1307.728595013178,3,88.0353318193894,54,Gas Furnace,Fair,Cold,Multi-Family,0.22549708680725364,16.55545156158024,74.48543119277818,15216.199250877202,15.216199250877201,11.635594196610704
1776.7812753278056,2,5.207424800882234,26,Gas Furnace,Fair,Marine,Educational,0.048325189169905455,50.84994700517329,31.924717582649475,8387.487801883353,8.387487801883353,4.720607943336138
2553.690519239419,3,19.31157878129365,78,Gas Furnace,Excellent,Marine,Healthcare,0.058716657631313694,9.334204947267388,74.70743915905943,56640.21442839525,56.640214428395254,22.179748877818113
5457.039308306162,7,52.01661345888592,229,Gas Furnace,Poor,Mixed-Humid,Office,0.12230764203052856,15.364271029969034,72.10360775009232,57698.571172842254,57.69857117284226,10.57323722865973
5567.156581986494,5,1.3262107015299678,58,District Steam,Good,Cold,Retail,0.2574433204741099,50.17868350830666,81.62578755337245,16350.482420039552,16.35048242003955,2.9369539331701917
11247.824533561965,5,12.309334750390075,529,Heat Pump,Excellent,Very Cold,Hotel,0.2241728869705229,33.831974412506575,38.670481376718094,81329.80928787286,81.32980928787286,7.230714619097753
8644.785704743179,6,13.79597051979541,133,District Steam,Fair,Mixed-Humid,Office,0.14048422365291455,11.707212706237144,63.3628364494866,56184.829669604136,56.184829669604134,6.499273849989933
800.0,1,100.55947071032062,3,Heat Pump,Poor,Cold,Retail,0.15968456880687093,10.332404625299725,70.43791563040746,9591.814273206852,9.591814273206852,11.989767841508565
19030.542120223316,1,1.2669501619756627,599,Gas Furnace,Excellent,Mixed-Humid,Warehouse,0.12961161065959945,42.873564300226704,77.61990127839191,35744.250275609345,35.744250275609346,1.8782570695989138
2109.200448776946,1,12.010249921017724,22,Gas Furnace,Good,Hot-Humid,Multi-Family,0.2149687117740547,24.91994735445021,69.80894748863503,11725.842319574755,11.725842319574754,5.559377880074971
800.0,1,21.5711757746002,23,Gas Furnace,Fair,Hot-Humid,Warehouse,0.025044842069392906,11.680271500548162,69.54900049783643,3867.606027785711,3.867606027785711,4.834507534732139
7954.873868434945,4,6.70879937226578,236,Gas Furnace,Good,Mixed-Humid,Healthcare,0.4266832736767497,63.54866047881157,90.12325680328861,87297.86126211293,87.29786126211293,10.97413519132115
4129.975461150972,1,10.259843295323662,175,Packaged Rooftop,Excellent,Mixed-Humid,Multi-Family,0.20900247572204125,37.268411048122935,88.91857135571664,10608.097172527758,10.608097172527758,2.5685617922706534
2336.0353882475256,1,56.49190369001082,13,Gas Furnace,Excellent,Hot-Dry,Retail,0.2052807224688285,21.925905375353583,62.610354190458814,14281.482621723924,14.281482621723924,6.113555767850664
2682.507829980917,3,8.240390835170412,67,Gas Furnace,Fair,Hot-Humid,Warehouse,0.1935477582016575,34.63601672098932,65.91143738260907,9816.014941032236,9.816014941032236,3.6592679549054905
14799.616748427816,6,51.3563519347233,465,Gas Furnace,Good,Hot-Dry,Retail,0.16212996109840344,35.110824799037566,56.242789968870255,107109.32075530391,107.10932075530391,7.237303679953894
4794.426923049143,2,4.214247715693892,117,Gas Furnace,Excellent,Mixed-Humid,Educational,0.1384418900918103,37.34419556441875,46.09581456903507,23658.62974793525,23.65862974793525,4.934610565070187
3994.208118098525,1,10.532998726859951,62,Gas Furnace,Fair,Hot-Humid,Hotel,0.12940438351205882,21.73936181345577,82.05923177411131,48516.83615807528,48.516836158075286,12.146797243297405
6380.765416831335,5,21.68255155933911,302,Gas Furnace,Fair,Cold,Multi-Family,0.09348951815768683,29.516835406706594,64.76438893239822,45835.48139031309,45.83548139031309,7.183382932305765
1024.4513550211116,2,1.785073396155127,31,District Steam,Excellent,Hot-Humid,Office,0.13490559043225409,15.308419976743828,81.07482215339591,3476.873036468629,3.476873036468629,3.3938878790364613
5418.201149491679,1,20.089312756817137,73,Gas Furnace,Poor,Very Cold,Hotel,0.22244510187968014,6.6509706545072085,44.03231057005071,150020.69251927856,150.02069251927855,27.688284059618773
3652.6552825903723,2,1.8698003720782639,55,Electric Baseboard,Fair,Hot-Dry,Multi-Family,0.07937111342897954,29.150787608242133,88.67155005880136,20413.663062543113,20.413663062543115,5.588718749300167
13011.242237281205,2,48.94372955320704,381,Geothermal,Excellent,Hot-Dry,Office,0.3347917704381435,50.524793313793914,80.39206935612701,31032.838332336072,31.032838332336073,2.3850788238664453
5606.131723649907,5,23.673773014960894,49,Packaged Rooftop,Good,Mixed-Humid,Retail,0.2365721506770767,31.1792862728658,78.31235610257131,23505.30250294877,23.50530250294877,4.19278455477416
47735.49461563059,5,27.000223028356103,1996,District Steam,Good,Mixed-Humid,Retail,0.37498819385446347,28.061013895001707,38.94031853153027,207141.28391548438,207.1412839154844,4.339355558864529
9979.03166784746,1,10.244132946454688,462,Heat Pump,Fair,Cold,Educational,0.3815728821592306,25.580717779578894,28.033842317674416,74537.4730229821,74.5374730229821,7.469409408043327
6124.57716316225,2,0.9549971182300804,264,Gas Furnace,Fair,Hot-Dry,Educational,0.26877816720932063,23.483938248341317,41.86527581888959,67834.44310994566,67.83444310994565,11.075775731580674
2311.194093475004,1,64.85869770962053,107,Heat Pump,Fair,Hot-Humid,Multi-Family,0.27556371902563415,29.582620707220208,68.7749618636109,12243.486883091997,12.243486883091997,5.297472383499933
1295.2437994559348,2,2.1586756043631543,20,District Steam,Excellent,Cold,Educational,0.21295773695697073,10.365944271878696,64.0434110799974,8981.33980390474,8.98133980390474,6.934092105036394
1568.035329369017,3,3.8829084819954027,20,Heat Pump,Good,Marine,Retail,0.03186363789349761,22.335009385878454,65.41810180947708,4979.6601590942255,4.979660159094226,3.175732118930036
41494.827361143536,20,65.9414153190217,1793,Gas Furnace,Good,Hot-Humid,Retail,0.30850544302999244,25.522549859269887,95.56788970273203,286484.7372612758,286.4847372612758,6.904107222037632
9552.312446370039,2,6.816963852778007,156,District Steam,Good,Cold,Educational,0.10707602983799187,25.85924872741306,39.31389920274641,73337.67142292956,73.33767142292956,7.677478289646871
3187.7975211052853,1,12.665222538858615,112,Packaged Rooftop,Fair,Cold,Office,0.2675251245290164,66.2508388164704,64.5060682481366,10691.631033195268,10.691631033195268,3.353924131758602
22883.06384602042,14,26.948236730961632,879,Heat Pump,Good,Hot-Dry,Multi-Family,0.23492537377818243,18.110485762291304,72.58567084809467,115399.63397487713,115.39963397487713,5.043014989225152
800.0,2,28.229155935946057,20,Gas Furnace,Fair,Hot-Humid,Educational,0.24314273855347343,6.043558327544103,75.5047250780817,11216.747456129238,11.216747456129239,14.020934320161548
1699.7510895628598,2,32.590259030358,82,District Steam,Good,Hot-Humid,Educational,0.3564601871258123,27.47050466528917,93.34660124421403,13731.850975979294,13.731850975979293,8.078742270146646
3849.775418042515,3,38.90734490064462,80,District Steam,Poor,Hot-Dry,Multi-Family,0.08876854529451653,36.43924171086924,47.960581672317176,21664.738830960487,21.664738830960488,5.627533161915273
800.0,1,6.541678047787501,39,Electric Baseboard,Fair,Hot-Humid,Hotel,0.19187210384459663,15.025355838567453,35.56122817730769,14696.35732547078,14.69635732547078,18.370446656838475
34576.74181961315,4,3.306743143888208,633,District Steam,Fair,Hot-Humid,Educational,0.06614122505149671,34.66899943296484,86.14092358526372,198136.01773994594,198.13601773994594,5.730326436586232
28780.724725969216,19,18.057982727945873,401,Gas Furnace,Fair,Marine,Retail,0.24811912557263782,13.313026387521907,55.734400229413815,221629.77496524542,221.62977496524542,7.700632179191306
2680.690080305131,3,6.463102504329978,42,Heat Pump,Good,Very Cold,Warehouse,0.07048900266233697,27.001377207982774,82.17193409877399,6782.611421112897,6.782611421112897,2.5301736560090764
5184.569878986436,6,24.529299835699828,49,Geothermal,Good,Cold,Warehouse,0.30974105786048134,35.51830737850676,69.78366178573387,10479.700594069991,10.47970059406999,2.0213249775155373
3911.48809995708,3,15.852523314336754,156,Gas Furnace,Excellent,Hot-Humid,Retail,0.3793904374367472,50.432717708224516,32.981659277365566,15042.426810256422,15.042426810256423,3.8457043523720498
23479.600199141372,10,7.978729201621359,1087,Packaged Rooftop,Fair,Cold,Warehouse,0.04808248705363008,32.26094379712345,27.626671899587134,101521.88351216925,101.52188351216925,4.3238335683365605
14248.51756750635,1,34.080340475091546,350,Gas Furnace,Fair,Mixed-Humid,Warehouse,0.05929735482234641,22.822951918474466,85.92367110719333,58513.4111737422,58.5134111737422,4.106631507208978
5236.265388212944,1,6.23423281999132,259,District Steam,Excellent,Hot-Dry,Multi-Family,0.30005331945944264,33.56954786856909,23.766493405683363,18687.462069210014,18.687462069210014,3.5688531202555707
94073.89887082033,3,31.785833619855552,3250,Geothermal,Fair,Cold,Retail,0.09916918304559674,37.25910902465798,45.227490471912375,448571.258211528,448.571258211528,4.768286034657644
1582.8400561592384,3,11.891048528274165,58,Packaged Rooftop,Good,Hot-Dry,Warehouse,0.37371099357381726,15.374840291329264,71.88643730012352,6482.535851185093,6.482535851185093,4.095509098319742
3088.880672689006,3,5.558577467247681,138,Electric Baseboard,Fair,Mixed-Humid,Retail,0.10992826388572523,14.569006990342157,66.83439354145182,27160.259844832835,27.160259844832837,8.792913266276692
9167.677695837976,7,17.768752996269438,427,Heat Pump,Fair,Cold,Multi-Family,0.2523697291479156,3.7235007800254816,59.10811347994287,69245.51391360625,69.24551391360625,7.553222987435841
7691.822266419224,7,18.10451581063264,246,Packaged Rooftop,Excellent,Very Cold,Office,0.0976839855518418,60.860225365997046,94.73692215498583,24233.382697243327,24.23338269724333,3.1505385665293977
11271.826728049908,4,21.825662962885584,201,District Steam,Fair,Hot-Dry,Multi-Family,0.09996219409427223,14.214722332925769,46.79558956486171,52660.21856982789,52.66021856982789,4.671844221911528
